"placekey","parent_placekey","safegraph_brand_ids","location_name","brands","store_id","top_category","sub_category","naics_code","latitude","longitude","street_address","city","region","postal_code","open_hours","category_tags","opened_on","closed_on","tracking_closed_on","geometry_type","polygon_wkt","polygon_class","enclosed","phone_number","is_synthetic","includes_parking_lot","iso_country_code","wkt_area_sq_meters","domains","website"
"222-222@33p-2db-s89","","","Tangwick Haa","","","Museums, Historical Sites, and Similar Institutions","","7121","60.489199","-1.62732","Eshaness Lighthouse","Shetland","Shetland","","","","","","","POLYGON","POLYGON ((-1.62734824395454 60.4890810244413, -1.62752074999592 60.4891290016563, -1.62728203114604 60.4893168825355, -1.62712552628917 60.4892699373259, -1.62734824395454 60.4890810244413))","OWNED_POLYGON","false","441806503389","false","false","GB","257","[]",""
"222-222@33p-2dq-789","","SG_BRAND_0ed4abb204103c36","Post Office UK","Post Office UK","16401","Postal Service","Postal Service","491110","60.507777","-1.566613","Uradell","Shetland","Shetland","","{ ""Mon"": [[""9:00"", ""11:00""]], ""Tue"": [], ""Wed"": [], ""Thu"": [[""11:30"", ""13:30""]], ""Fri"": [], ""Sat"": [[""9:00"", ""11:00""]], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-1.56671286182424 60.5077562719018, -1.56670602464677 60.5078320277414, -1.56642425040309 60.5078258160771, -1.56643108823677 60.5077500602526, -1.56671286182424 60.5077562719018))","SHARED_POLYGON","false","","false","false","GB","131","[""postoffice.co.uk""]","https://www.postoffice.co.uk/branch-finder/1518496/eshaness"
"222-222@33p-48k-ghq","","","CU Marketing","","","Advertising, Public Relations, and Related Services","","5418","60.00502","-1.325196","The Cottage","Shetland","Shetland","","","Marketing,Web Design","","","","POLYGON","POLYGON ((-1.32530237950355 60.0050596861512, -1.32518958274553 60.005086586892, -1.32508899270618 60.0049807460054, -1.32520160806388 60.0049539342177, -1.32530237950355 60.0050596861512))","OWNED_POLYGON","false","441950422433","false","false","GB","91","[""cumarketing.co.uk""]",""
"222-222@33p-4zr-26k","","","Tagon Stores","","","Grocery Stores","","4451","60.356554","-1.26544","Tagon","Shetland","Shetland","","","","","","","POLYGON","POLYGON ((-1.26557392488363 60.3565336831328, -1.26548480870706 60.3566038552412, -1.26528809536472 60.3565424314535, -1.26537739099187 60.3564723502544, -1.26557392488363 60.3565336831328))","SHARED_POLYGON","false","441806588286","false","false","GB","118","[]",""
"222-222@33p-55d-5zz","","SG_BRAND_0ed4abb204103c36","Post Office UK","Post Office UK","17023","Postal Service","Postal Service","491110","60.502989","-1.059428","Westerleigh","Shetland","Shetland","","{ ""Mon"": [[""9:00"", ""13:00""]], ""Tue"": [[""9:00"", ""13:00""]], ""Wed"": [[""9:00"", ""13:00""]], ""Thu"": [[""9:00"", ""13:00""]], ""Fri"": [[""9:00"", ""13:00""]], ""Sat"": [], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-1.05935080264121 60.5029609114798, -1.05944567080812 60.5029415568663, -1.05952433650322 60.5030353124162, -1.05942946810819 60.5030546670849, -1.05935080264121 60.5029609114798))","SHARED_POLYGON","false","","false","false","GB","64","[""postoffice.co.uk""]","https://www.postoffice.co.uk/branch-finder/148849X/burravoe"
"222-222@33p-5cy-w49","","","John Irvine","","","Automotive Repair and Maintenance","","8111","60.361756","-0.993133","Houll","Shetland","Shetland","","","Body Shops","","","","POLYGON","POLYGON ((-0.992958829509782 60.3617229667012, -0.993261710368587 60.3616886227595, -0.993307928325093 60.3617888211627, -0.993005046583302 60.3618231652069, -0.992958829509782 60.3617229667012))","OWNED_POLYGON","false","441806566683","false","false","GB","196","[]",""
"222-222@33p-5fs-j9z","zzw-222@33p-5fs-j9z","","Drumquin Guest House","","","Restaurants and Other Eating Places","","7225","60.396466","-1.352765","Brae","Shetland","Shetland","","{ ""Mon"": [[""10:30"", ""18:00""]], ""Tue"": [[""10:30"", ""18:00""]], ""Wed"": [[""10:30"", ""18:00""]], ""Thu"": [[""10:30"", ""18:00""]], ""Fri"": [[""10:30"", ""18:00""]], ""Sat"": [[""10:30"", ""18:00""]], ""Sun"": [[""10:30"", ""18:00""]] }","Cafe,Coffee Shop","","","","POLYGON","POLYGON ((-1.35306437276946 60.3965016297355, -1.35300657922758 60.3965335827914, -1.35256854704247 60.3965969996903, -1.35242134514189 60.3965623445797, -1.35236627209011 60.396475521717, -1.35244321520813 60.3964021801908, -1.3528791852768 60.3963328277186, -1.35297924039776 60.3963658167606, -1.35306437276946 60.3965016297355))","SHARED_POLYGON","true","441806522621","false","false","GB","771","[""drumquinguesthouse.co.uk""]",""
"222-222@33p-5fs-kcq","","","Brae Baptist Church","","12124","Religious Organizations","Religious Organizations","813110","60.213452","-1.384549","Carsaig","Shetland","Shetland","","","","","","","POLYGON","POLYGON ((-1.3847102648716914 60.2134859530123, -1.3844313151341425 60.2135232613156, -1.3843883997899042 60.21341799849369, -1.3846646673184382 60.21338601984797, -1.3847102648716914 60.2134859530123))","OWNED_POLYGON","false","","false","false","GB","185","[]",""
"222-222@33p-5fs-mhq","","","Delting Boat Club","","","Other Amusement and Recreation Industries","","7139","60.395366","-1.35681","Beachview","Shetland","Shetland","","","","","","","POLYGON","POLYGON ((-1.35672523704714 60.3954291569517, -1.35666327994468 60.3953872861697, -1.35689538511288 60.3953031087101, -1.35695752379053 60.3953449802607, -1.35672523704714 60.3954291569517))","OWNED_POLYGON","false","441806522524","false","false","GB","92","[]",""
"222-222@33p-5mp-psq","","","The Booth Vegetarian Cafe","","","Restaurants and Other Eating Places","","7225","60.484783","-1.471627","Gateside","Shetland","Shetland","","","Coffee Shop","","","","POLYGON","POLYGON ((-1.47162101218244 60.4847067989737, -1.47177987960191 60.4847724323108, -1.47163254337476 60.4848593001175, -1.47147349389126 60.4847936658853, -1.47162101218244 60.4847067989737))","OWNED_POLYGON","false","441806503348","false","false","GB","144","[]",""
"222-222@33p-5pn-kfz","","","Robertson & Read","","","Building Finishing Contractors","","2383","60.267977","-1.187629","Catfirth","Shetland","Shetland","","","Contractors","","","","POLYGON","POLYGON ((-1.18779601156538 60.2679564720109, -1.18766691550148 60.2680237442264, -1.18740523488184 60.2678978733409, -1.18770448499073 60.2677475975529, -1.18781662856322 60.2678027862442, -1.18764879503085 60.2678869716833, -1.18779601156538 60.2679564720109))","SHARED_POLYGON","false","441595890374","false","false","GB","322","[]",""
"222-222@33p-5q8-yvz","","","Tingwall Garage","","","Other Personal Services","","8129","60.187361","-1.243588","Veensgarth Garage & Vehicle Workshop","Shetland","Shetland","","","","","","","POLYGON","POLYGON ((-1.24340735642517 60.1874753942367, -1.24349230900307 60.1872232956716, -1.24376872662878 60.1872464218661, -1.2436837761076 60.1874985206113, -1.24340735642517 60.1874753942367))","OWNED_POLYGON","false","441595840840","false","false","GB","443","[]",""
"222-222@33p-5r5-p9z","","","The Alternative Vet Practice","","","Other Professional, Scientific, and Technical Services","","5419","60.270142","-1.381657","Tumblin South Lea","Shetland","Shetland","","{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }","","","","","POLYGON","POLYGON ((-1.38166643817685 60.2699923315759, -1.38184065052837 60.2700231316473, -1.38172358341284 60.2701826806726, -1.38155244295746 60.270151894748, -1.38166643817685 60.2699923315759))","OWNED_POLYGON","false","441595810837","false","false","GB","192","[""alternative-vet-practice.co.uk""]",""
"222-222@33p-5rs-y5f","","","Homefront","","","Furniture Stores","","4421","60.213014","-1.2968","Fleur De Lys","Shetland","Shetland","","","Furniture","","","","POLYGON","POLYGON ((-1.29699084959 60.2129913298978, -1.29695204529198 60.2130760661364, -1.29660984938621 60.2130371694483, -1.29664865451958 60.2129524333106, -1.29699084959 60.2129913298978))","OWNED_POLYGON","false","441595830744","false","false","GB","188","[]",""
"222-222@33p-qqn-575","","","Casey Builders","","","Building Finishing Contractors","","2383","59.916121","-1.318844","Harpslea","Shetland","Shetland","","","Contractors","","","","POLYGON","POLYGON ((-1.31869750087082 59.9160609190406, -1.31885665318937 59.9160263619712, -1.31899045759357 59.9161816785406, -1.31883130466836 59.9162162357697, -1.31869750087082 59.9160609190406))","OWNED_POLYGON","false","441950460708","false","false","GB","183","[]",""
"222-222@33p-s33-xh5","","","S T M Shetland","","","Automotive Repair and Maintenance","","8111","60.067396","-1.215153","Ocraquoy","Shetland","Shetland","","","Auto Repair","","","","POLYGON","POLYGON ((-1.2149463307276 60.067464964723, -1.21491366810942 60.0674257108436, -1.21535610008122 60.0673294729275, -1.21538883345961 60.067365763938, -1.2149463307276 60.067464964723))","OWNED_POLYGON","false","441950477265","false","false","GB","124","[]",""
"222-222@33p-s3j-j35","","","Voortrekker Shetland","","","Traveler Accommodation","","7211","59.981041","-1.272718","Northpunds","Shetland","Shetland","","{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""9:00"", ""21:00""]] }","","","","","POLYGON","POLYGON ((-1.27274057042409 59.9809003377526, -1.27281403796211 59.9809083747232, -1.27272914421717 59.9811027599538, -1.27265567626975 59.9810947229355, -1.27274057042409 59.9809003377526))","OWNED_POLYGON","false","447766490633","false","false","GB","93","[]",""
"222-222@33p-s5v-835","","","Sarmile Take Away Food Shops","","","Restaurants and Other Eating Places","","7225","60.157121","-1.151923","2 North Road","Shetland","Shetland","","","","","","","POLYGON","POLYGON ((-1.15203508915 60.1571525084, -1.15182281233 60.1571616147, -1.15181038481 60.1570898778, -1.15202266163 60.1570807714, -1.15203508915 60.1571525084))","OWNED_POLYGON","false","441595693369","false","false","GB","95","[]",""
"222-222@33p-s5v-b6k","","SG_BRAND_144e2cc6d545058d","Cashzone ATM","Cashzone ATM","","Depository Credit Intermediation","Commercial Banking","522110","60.158355","-1.155651","26 North Road","Shetland","Shetland","","","ATMs","","","","POINT","","","","","","","GB","","[""cashzone.co.uk""]",""
"222-222@33p-s5v-n3q","","","Dennis Coutts","","","Other Professional, Scientific, and Technical Services","","5419","60.154342","-1.143943","165 Commercial Street","Shetland","Shetland","","","","","","","POLYGON","POLYGON ((-1.14407882804 60.1543597227, -1.1438598672 60.1543778842, -1.14384008197 60.1543188056, -1.14405904281 60.1543006441, -1.14407882804 60.1543597227))","SHARED_POLYGON","false","441595693765","false","false","GB","82","[]",""
"222-222@33p-s5v-q4v","","","Lerwick Hotel","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels","721110","60.150434","-1.152306","15 South Road","Shetland","Shetland","","","","","","","POLYGON","POLYGON ((-1.153326573531 60.1504355544901, -1.15335620097757 60.1504530737822, -1.1533611359703 60.1505483755304, -1.15355467519468 60.1505583216594, -1.15354518974709 60.1506050431556, -1.15365454996984 60.1506106801774, -1.15365107346113 60.1506268206901, -1.15368154330671 60.1506185747383, -1.15361643705661 60.1505588956863, -1.15378583302059 60.1505131055141, -1.15396953084319 60.1506818317509, -1.15376186332617 60.1507380631453, -1.15366438585312 60.1506484559867, -1.15364552398913 60.1506535435213, -1.15363277679244 60.1507150600136, -1.15307643483718 60.1506866333638, -1.15313712120464 60.1503927699518, -1.15267701037899 60.1503694461134, -1.15253046761633 60.1503739864956, -1.15250964446618 60.1504833108482, -1.15235026282343 60.1504758264813, -1.15221576288169 60.1505302785843, -1.1520793750572 60.1504481435143, -1.15210230767076 60.1504248542921, -1.15211730880569 60.1503528465861, -1.15207126250226 60.1503504867564, -1.15205107762404 60.1504489501896, -1.15194585767166 60.1504434281266, -1.1519793864036 60.1502813869416, -1.15218461467963 60.1502919486317, -1.15219490775488 60.1502419100529, -1.15236271604699 60.1501738429075, -1.15256454775925 60.1501833945663, -1.15269841234038 60.1502656028009, -1.15274546054826 60.1502640179318, -1.15317912421284 60.1502861848336, -1.15315855945474 60.1503855439235, -1.15332852843296 60.1503945316421, -1.15339831576548 60.1503000664036, -1.15335128280559 60.1502379884633, -1.15349842006362 60.1502102844154, -1.15359735806536 60.1503411159587, -1.15348062305561 60.1503631777741, -1.15342749253999 60.1502930693508, -1.153326573531 60.1504355544901))","OWNED_POLYGON","false","441595692166","false","false","GB","2432","[]",""
"222-222@33p-s5v-rtv","","","WJ Fishing","","","Automobile Dealers","New Car Dealers","441110","60.160514","-1.174127","19 Unicorn View","Shetland","Shetland","","","","","","","POLYGON","POLYGON ((-1.17403838124548 60.1604916510377, -1.17418102361648 60.1604718874688, -1.17422533186984 60.1605513604614, -1.17408268918029 60.1605711240771, -1.17403838124548 60.1604916510377))","OWNED_POLYGON","false","441595690381","false","false","GB","76","[]",""
"222-222@33p-s5w-5s5","","","White & Jamieson Shetland","","","Building Finishing Contractors","","2383","60.149124","-1.168978","15A Westerloch Drive","Shetland","Shetland","","","Contractors","","","","POLYGON","POLYGON ((-1.16886575189676 60.1491576618421, -1.16889433540325 60.1490740645091, -1.16909112234132 60.1490907427798, -1.16906253931916 60.1491743401561, -1.16886575189676 60.1491576618421))","OWNED_POLYGON","false","441595694750","false","false","GB","105","[]",""
"222-222@33p-s65-dsq","","","A Harper","","","Lawn and Garden Equipment and Supplies Stores","","4442","60.131393","-1.193352","Trebister","Shetland","Shetland","","","Gardening","","","","POLYGON","POLYGON ((-1.19320069157517 60.1311739859423, -1.19366023738152 60.1315637900573, -1.19349821723323 60.1316086878941, -1.19304543699616 60.1312219773743, -1.19320069157517 60.1311739859423))","OWNED_POLYGON","false","441595695488","false","false","GB","513","[]",""
"222-222@33p-s6g-nh5","","","Leask Motor Garage Lerwick","","","Automobile Dealers","New Car Dealers","441110","60.171063","-1.161803","1 Gremista Industrial Estate","Shetland","Shetland","","","","","","","POLYGON","POLYGON ((-1.1614405293488055 60.1710798, -1.1614581622495515 60.171024329874854, -1.1615093349206091 60.170974289552035, -1.161589038224394 60.170934577326996, -1.1616894702462064 60.17090908050902, -1.1618008 60.17090029490429, -1.1619121297537935 60.17090908050902, -1.1620125617756059 60.170934577326996, -1.1620922650793908 60.170974289552035, -1.1621434377504485 60.171024329874854, -1.1621610706511944 60.1710798, -1.1621434377504485 60.17113527012515, -1.1620922650793908 60.17118531044797, -1.1620125617756059 60.171225022673006, -1.1619121297537935 60.17125051949098, -1.1618008 60.17125930509571, -1.1616894702462064 60.17125051949098, -1.161589038224394 60.171225022673006, -1.1615093349206091 60.17118531044797, -1.1614581622495515 60.17113527012515, -1.1614405293488055 60.1710798))","OWNED_POLYGON","false","441595693411","true","","GB","1236","[]",""
"222-222@33p-s6k-9pv","","","G & W Robertson","","","Restaurants and Other Eating Places","","7225","60.155094","-1.143684","2 Commercial Road","Shetland","Shetland","","","Fish & Chips","","","","POLYGON","POLYGON ((-1.14364452775925 60.1550248911294, -1.1437501234325 60.1550303323584, -1.14372269916446 60.1551636772481, -1.1436169229666 60.1551582348328, -1.14364452775925 60.1550248911294))","OWNED_POLYGON","false","441595693125","false","false","GB","88","[]",""
"222-222@39p-8k2-mtv","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1368654","Postal Service","Postal Service","491110","64.324539","-158.723702","100 6th Ave","Kaltag","AK","99748","{ ""Mon"": [[""9:00"", ""12:00""], [""13:00"", ""16:00""]], ""Tue"": [[""9:00"", ""12:00""], [""13:00"", ""16:00""]], ""Wed"": [[""9:00"", ""12:00""], [""13:00"", ""16:00""]], ""Thu"": [[""9:00"", ""12:00""], [""13:00"", ""16:00""]], ""Fri"": [[""9:00"", ""12:00""], [""13:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-158.72392252742645 64.3247593513888, -158.72345716416237 64.32476283774795, -158.72345716416237 64.32472100140915, -158.72332975923416 64.32472216353052, -158.72332573592064 64.32458445180555, -158.72326002179977 64.32458503286912, -158.72325599848625 64.32448450868793, -158.72344911753532 64.3244856708193, -158.72344532749543 64.32440247723187, -158.7239469005812 64.32440015296207, -158.72394824168572 64.32449602892795, -158.7241453840483 64.32449370466607, -158.72414806625733 64.3245826075437, -158.72407430550942 64.3245820264801, -158.72408369324097 64.32470823130514, -158.72392141959557 64.32470706918318, -158.72392252742645 64.3247593513888))","OWNED_POLYGON","false","19075342210","false","false","US","1334","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1368654"
"222-222@39p-dhr-rtv","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1375666","Postal Service","Postal Service","491110","64.733113","-158.113839","250 Nikaghun St","Nulato","AK","99765","{ ""Mon"": [[""9:00"", ""16:00""]], ""Tue"": [[""9:00"", ""16:00""]], ""Wed"": [[""9:00"", ""16:00""]], ""Thu"": [[""9:00"", ""16:00""]], ""Fri"": [[""9:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-158.11340245244472 64.7331023, -158.11342299635234 64.73304686679343, -158.11348261709443 64.73299685977535, -158.1135754785773 64.7329571739811, -158.11369249087207 64.73293169413274, -158.1138222 64.73292291437535, -158.1139519091279 64.73293169413274, -158.11406892142267 64.7329571739811, -158.11416178290554 64.73299685977535, -158.11422140364763 64.73304686679343, -158.11424194755526 64.7331023, -158.11422140364763 64.73315773320657, -158.11416178290554 64.73320774022464, -158.11406892142267 64.73324742601889, -158.1139519091279 64.73327290586725, -158.1138222 64.73328168562465, -158.11369249087207 64.73327290586725, -158.1135754785773 64.73324742601889, -158.11348261709443 64.73320774022464, -158.11342299635234 64.73315773320657, -158.11340245244472 64.7331023))","OWNED_POLYGON","false","19078982244","true","","US","1236","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1375666"
"222-222@39p-t6m-qvf","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1385343","Postal Service","Postal Service","491110","63.874651","-160.789662","100 Main St","Unalakleet","AK","99684","","","","","","POLYGON","POLYGON ((-160.78970938438465 63.8745414185161, -160.78988506907513 63.87477349957378, -160.789414341393 63.87484318257062, -160.78923865670254 63.87461169262647, -160.78970938438465 63.8745414185161))","OWNED_POLYGON","false","19076243111","false","false","US","665","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1385343"
"222-222@39p-ypm-4gk","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1381305","Postal Service","Postal Service","491110","64.551699","-160.767965","123 Main St","Shaktoolik","AK","99771","","","","","","POLYGON","POLYGON ((-160.76756204382488 64.551695, -160.76758245111265 64.55163956540659, -160.76764167536842 64.55158955713743, -160.76773391930942 64.55154987035031, -160.76785015345598 64.5515243898645, -160.767979 64.55151560988745, -160.768107846544 64.5515243898645, -160.76822408069057 64.55154987035031, -160.76831632463157 64.55158955713743, -160.76837554888735 64.55163956540659, -160.7683959561751 64.551695, -160.76837554888735 64.5517504345934, -160.76831632463157 64.55180044286256, -160.76822408069057 64.55184012964968, -160.768107846544 64.5518656101355, -160.767979 64.55187439011254, -160.76785015345598 64.5518656101355, -160.76773391930942 64.55184012964968, -160.76764167536842 64.55180044286256, -160.76758245111265 64.5517504345934, -160.76756204382488 64.551695))","OWNED_POLYGON","false","19079553691","true","","US","1236","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1381305"
"222-222@39q-qfr-tsq","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1369291","Postal Service","Postal Service","491110","64.879734","-157.704709","149 Main St","Koyukuk","AK","99754","{ ""Mon"": [[""10:00"", ""17:00""]], ""Tue"": [[""10:00"", ""17:00""]], ""Wed"": [[""10:00"", ""17:00""]], ""Thu"": [[""10:00"", ""17:00""]], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-157.70430696567388 64.87972599999999, -157.70432762150404 64.87967056790907, -157.70438756705795 64.87962056189744, -157.70448093444713 64.87958087690191, -157.704598584221 64.87955539756635, -157.704729 64.87954661798565, -157.70485941577897 64.87955539756635, -157.70497706555284 64.87958087690191, -157.70507043294202 64.87962056189744, -157.70513037849594 64.87967056790907, -157.7051510343261 64.87972599999999, -157.70513037849594 64.87978143209091, -157.70507043294202 64.87983143810254, -157.70497706555284 64.87987112309807, -157.70485941577897 64.87989660243363, -157.704729 64.87990538201433, -157.704598584221 64.87989660243363, -157.70448093444713 64.87987112309807, -157.70438756705795 64.87983143810254, -157.70432762150404 64.87978143209091, -157.70430696567388 64.87972599999999))","OWNED_POLYGON","false","19079272238","true","","US","1236","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1369291"
"222-222@39q-rvr-dvz","","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","United States Postal Service (USPS)","1364329","Postal Service","Postal Service","491110","64.733416","-156.936709","511 Galena Rd","Galena","AK","99741","{ ""Mon"": [[""9:00"", ""12:00""], [""13:00"", ""17:00""]], ""Tue"": [[""9:00"", ""12:00""], [""13:00"", ""17:00""]], ""Wed"": [[""9:00"", ""12:00""], [""13:00"", ""17:00""]], ""Thu"": [[""9:00"", ""12:00""], [""13:00"", ""17:00""]], ""Fri"": [[""9:00"", ""12:00""], [""13:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","","","","","POLYGON","POLYGON ((-156.937018280449 64.7333176965279, -156.937016730875 64.7334565917688, -156.936642611588 64.7334558313627, -156.936643500508 64.7333761534442, -156.936583648266 64.7333758019944, -156.936585602935 64.7333151558587, -156.937018280449 64.7333176965279))","OWNED_POLYGON","false","19076561262","false","false","US","297","[""usps.com""]","https://tools.usps.com/find-location.htm?location=1364329"
